,281-Control,280-Control,255-Control,288-Control,256-MI,276-MI,253-MI,275-MI
Uggt1,384,212,158,92,229,114,220,196
Neurl3,59,21,16,18,29,14,23,25
Arid5a,316,420,197,148,333,146,200,201
Kansl3,1423,869,714,435,982,406,669,562
Lman2l,174,127,78,70,92,45,88,93
Cnnm4,502,299,244,188,278,130,254,213
Cnnm3,485,276,337,189,341,210,332,285
Ankrd23,45349,36732,19770,9044,30009,12421,13348,19869
Ankrd39,84,46,39,27,48,40,49,33
Sema4c,130,77,47,52,46,29,19,33
Fam178b,14,3,4,2,8,2,2,1
Cox5b,8967,5333,5318,2954,6676,3414,6184,4596
Actr1b,3654,2170,1564,972,1926,626,1278,1222
Zap70,41,17,7,14,13,3,9,14
Cnga3,0,0,0,0,0,0,0,0
Inpp4a,329,187,178,90,194,123,220,145
Coa5,44147,31561,25796,17560,46046,21934,25668,18415
Unc50,831,486,431,257,470,304,574,374
Mgat4a,171,81,71,35,74,46,84,64
Tsga10,186,114,100,39,99,66,114,79
Lipt1,264,154,170,88,223,87,221,135
Mitd1,101,74,53,32,48,36,51,44
Mrpl30,0,0,0,0,0,0,0,0
Lyg1,0,0,0,0,0,0,0,0
Txndc9,2193,1447,1420,806,1577,978,1772,1118
Eif5b,1449,957,806,420,911,457,779,606
Rev1,763,409,370,180,413,227,457,317
Aff3,17,7,7,5,8,4,11,4
Chst10,22,11,9,9,16,7,5,7
NMS,0,0,0,0,0,0,0,0
Pdcl3,2840,2320,1587,1015,2036,1056,1708,1497
Npas2,319,174,141,101,96,105,195,113
Rpl31,544,389,327,189,326,218,428,296
Tbc1d8,303,216,187,125,266,129,212,157
Cnot11,229,84,95,59,141,48,92,82
Map4k4,872,493,429,275,551,272,469,344
Il1r2,11,2,3,1,2,13,2,3
Il1r1,104,50,40,16,62,30,30,39
Il1rl2,1,0,0,0,2,1,0,0
Il1rl1,277,86,50,30,78,27,75,45
Il18r1,21,7,3,2,3,3,2,4
Slc9a4,26,23,27,10,27,10,33,17
Slc9a2,307,162,176,128,173,83,214,127
Mfsd9,90,43,31,21,53,28,46,35
Tmem182,17008,12395,10417,5930,12311,6474,12286,7939
Pou3f3,0,0,0,0,0,0,0,0
Mrps9,4065,2653,2229,1344,2764,1394,2602,1867
Gpr45,0,0,0,0,0,0,0,0
Tgfbrap1,351,166,176,95,227,85,149,137
RGD1310553,2348,1571,1394,778,1661,798,1497,1197
Fhl2,403,260,204,138,420,110,306,94
Nck2,243,159,135,87,159,74,167,154
RGD1305645,82,48,69,38,58,89,47,51
Tpp2,3639,2269,1995,990,2444,1309,2470,1726
Mettl21c,55,77,30,7,18,11,27,55
Tex30,360,214,169,114,236,135,279,162
Kdelc1,453,252,218,152,254,151,280,184
Ercc5,961,592,507,310,551,314,563,405
Gulp1,1041,950,734,640,787,403,1123,771
Col3a1,9106,5697,4589,4431,4552,5238,4799,4622
Col5a2,1102,629,507,413,509,533,602,483
Vom1r50,0,0,0,0,0,0,0,0
Wdr75,1043,713,682,341,734,401,817,576
Slc40a1,124,64,72,39,72,78,107,75
Asnsd1,5631,3727,2947,1543,3659,1945,3220,2701
LOC100188936,30,22,18,9,26,18,19,19
Osgepl1,1289,882,764,492,977,489,969,721
Pms1,842,660,538,275,584,329,642,481
Mstn,230,299,128,51,186,50,163,110
Hibch,3941,2936,2394,1449,3451,1833,3194,2429
Inpp1,752,402,426,243,421,214,353,278
Mfsd6,490,319,256,117,321,172,241,210
Tmem194b,72,46,27,21,67,31,48,44
Nab1,435,259,196,134,301,148,319,168
Gls,2259,1353,1146,637,1468,865,1487,935
Stat1,3618,1970,1890,1245,2205,1267,2128,1720
Stat4,54,8,4,4,12,3,6,7
Myo1b,317,171,135,69,215,130,138,141
Nabp1,1415,991,778,453,1138,512,1071,675
Sdpr,5624,3058,2663,1476,3042,1980,2680,1959
Tmeff2,355,207,193,103,170,149,201,137
Stk17b,423,254,165,96,236,146,244,191
Hecw2,50,19,28,10,16,6,21,9
Ccdc150,16,8,8,3,8,9,19,7
Gtf3c3,317,180,186,86,190,118,240,129
Pgap1,52,34,33,8,46,15,26,31
Ankrd44,220,68,94,45,88,74,90,83
Sf3b1,6820,4407,3908,2048,4649,2544,4688,3093
Coq10b,494,416,270,161,363,192,359,224
Hspd1,16471,10209,9604,5725,11128,6271,10220,8264
Hspe1,4087,2412,2346,1353,2660,1598,3231,2215
Mob4,4136,2994,2597,1395,3118,1779,3419,2225
Olr850,0,0,0,0,0,0,0,0
Olr851,0,0,0,0,0,0,0,0
Boll,0,0,0,0,0,0,0,0
Plcl1,209,123,126,77,171,79,134,118
Hsfy2,0,0,0,0,0,0,0,0
Satb2,2,3,3,1,0,0,1,5
RGD1306941,719,419,355,159,470,189,343,323
Tyw5,341,196,181,107,227,134,238,164
MGC94335,1145,735,700,368,813,461,842,609
Spats2l,192,95,115,69,118,80,103,102
Kctd18,783,595,512,297,667,281,505,397
Sgol2,122,54,44,27,129,35,40,95
Aox1,330,93,81,130,157,74,123,138
Aox3,205,80,77,48,100,58,62,48
Aox4,1,0,3,0,0,1,1,0
Aox2p,1,2,3,1,2,5,3,1
Bzw1,5563,3728,3077,1728,3865,1933,3387,2808
Clk1,2957,1777,1900,1017,2192,1129,2067,1541
Ppil3,891,494,485,262,563,278,602,464
Nif3l1,45,26,24,19,37,17,28,16
Orc2,464,268,283,133,344,186,323,220
Fam126b,521,319,252,136,372,180,335,222
Ndufb3,1916,1298,1230,656,1439,734,1701,1040
Cflar,605,405,290,190,387,182,325,281
Casp8,150,65,62,32,87,44,49,53
Als2cr12,5,0,1,2,1,0,2,2
Trak2,4838,2786,2355,1212,3591,1435,2279,1809
Stradb,6123,3868,3339,1506,4242,1982,2575,2679
Als2cr11,0,0,0,0,0,0,0,0
Tmem237,502,292,260,173,319,175,353,221
Mpp4,15,5,3,1,5,1,3,5
Als2,133,106,80,45,69,46,76,66
LOC100360552,190,170,84,54,87,49,103,78
Sumo1,6299,3935,3515,2116,4129,2568,4747,3117
Nop58,1400,908,834,493,888,533,1093,603
Bmpr2,1004,778,491,318,665,396,635,469
Fam117b,484,204,282,132,233,161,242,134
Ica1l,3,0,1,0,0,1,0,0
Wdr12,1221,755,674,337,731,405,655,484
Als2cr8,66,44,42,21,50,25,46,34
Cyp20a1,944,612,457,320,663,319,622,448
Abi2,707,439,353,216,483,226,369,306
Raph1,946,724,499,373,932,399,712,508
Cd28,23,9,14,3,11,8,17,6
Ctla4,6,0,0,0,0,0,0,0
Icos,33,4,3,1,12,4,9,3
Pard3b,130,76,65,37,76,52,62,48
Nrp2,112,44,26,19,51,19,30,39
Ino80d,168,92,93,58,128,57,123,78
Ndufs1,45189,29243,27130,14361,36680,18592,26582,22603
Eef1b2,1479,915,854,504,1002,540,1001,793
Gpr1,10,9,14,4,14,6,7,3
Pth2r,0,0,0,0,0,0,0,0
Idh1,5236,3605,2877,1586,4640,2830,3208,2677
Cryga,8,10,1,2,0,1,2,3
Crygb,0,0,0,0,0,0,2,0
Crygc,4,6,4,1,1,3,6,4
Crygd,0,1,0,0,0,0,1,1
Cryge,0,0,3,0,0,0,0,0
Fzd5,0,0,1,0,0,1,1,0
Creb1,93,60,39,36,56,31,52,38
Klf7,406,247,226,160,285,165,267,152
Fastkd2,2343,1487,1241,701,1638,941,1475,1106
Mdh1b,0,1,1,2,0,0,0,0
Adam23,19,11,6,2,13,6,7,5
Cps1,0,0,0,0,0,0,0,0
Lancl1,824,642,449,371,740,234,674,243
Myl1,175822,164882,97813,58258,105234,63429,110414,109119
Acadl,48896,26706,27740,14576,33650,17487,24849,23615
Rpe,1654,1115,814,569,1134,660,1109,796
Map2,8,5,7,4,6,1,11,6
Crygf,0,0,0,0,0,0,0,0
Erbb4,36,27,13,10,27,23,32,24
Ikzf2,29,19,11,7,24,17,43,17
Spag16,0,0,0,0,0,0,0,0
Vwc2l,0,0,0,0,0,0,0,0
Bard1,11,6,3,3,4,2,2,2
Atic,1148,823,586,339,800,413,657,555
Fn1,2332,1167,935,429,560,963,908,610
Mreg,68,44,43,28,42,23,40,27
Pecr,2543,1573,1576,798,1815,950,1755,1244
Tmem169,0,0,1,1,1,0,0,0
Xrcc5,1163,838,632,366,838,444,865,585
Smarcal1,187,137,134,50,130,77,126,88
Rpl37a,13,4,12,6,6,1,10,2
Rpl37a-ps1,0,0,0,0,0,0,0,0
Igfbp2,24,19,15,9,9,10,8,10
Igfbp5,691,607,445,445,581,220,581,755
Tnp1,0,0,0,1,0,0,0,0
Tns1,2191,976,916,619,1434,423,753,673
Cxcr2,4,1,4,1,3,8,1,7
Cxcr1,0,0,0,0,0,0,0,0
Arpc2,5399,2947,2950,1588,3593,1790,3086,2536
Gpbar1,1,0,0,0,0,0,0,0
Aamp,2314,1612,1272,758,1372,646,1177,1161
Pnkd,2661,1511,1399,827,1792,872,1601,1154
Tmbim1,2977,1685,1464,743,2004,956,1206,1021
Slc11a1,114,17,11,7,21,20,14,18
Ctdsp1,1590,1015,871,524,1081,529,912,742
Mir26b,1,0,0,0,1,0,0,0
Vil1,2,1,1,0,0,1,0,0
Rqcd1,983,496,536,269,568,323,563,423
Plcd4,680,844,386,270,291,139,728,489
Zfp142,1147,677,452,288,489,217,621,460
Bcs1l,1060,706,696,350,814,328,621,465
Rnf25,355,206,196,105,181,108,185,162
Stk36,46,27,22,15,17,14,26,36
Cyp27a1,899,623,503,321,662,236,495,394
Prkag3,1532,1085,571,348,533,162,908,674
Wnt6,3,2,2,0,2,1,1,2
Wnt10a,2,0,0,0,0,0,0,0
Cdk5r2,0,0,0,0,0,0,0,0
Fev,0,0,0,0,0,0,0,0
Cryba2,0,0,0,0,0,0,0,0
Mir375,0,0,0,0,0,0,0,0
Ihh,3,1,0,0,0,0,1,1
Nhej1,127,79,86,36,94,30,76,67
Slc23a3,2,0,2,1,1,0,0,0
Cnppd1,691,477,436,242,522,250,393,323
Fam134a,215,115,112,72,142,55,114,86
Zfand2b,212,155,152,73,161,84,131,97
Abcb6,1532,826,688,342,991,312,577,586
Atg9a,1928,1066,872,538,1159,443,790,746
Ankzf1,461,281,238,186,287,141,244,205
Glb1l,155,85,72,56,66,56,74,54
Stk16,651,313,330,163,487,171,275,241
Tuba4a,14175,11119,9785,5181,9976,5552,9953,7980
Dnajb2,1840,1302,833,526,1135,469,931,811
Ptprn,15,4,1,4,9,0,1,3
Resp18,4,5,0,2,0,2,1,0
Dnpep,3684,2190,2052,1097,2515,1200,1982,1673
Des,68938,45114,33266,22265,44020,18411,29053,35106
Speg,3216,2398,1699,944,1652,768,1575,1629
Gmppa,530,333,326,213,378,164,285,215
Asic4,1,0,0,1,1,1,1,2
Chpf,162,63,64,46,64,46,56,52
Inha,28,18,17,5,9,2,27,7
Stk11ip,133,72,68,38,90,30,50,64
Slc4a3,123,67,65,40,72,31,61,31
Epha4,110,71,105,30,67,57,76,46
Pax3,153,95,97,91,171,69,106,121
Sgpp2,9,5,3,1,5,1,2,1
Farsb,2852,2105,1702,1118,2168,1180,2353,1444
Mogat1,11,7,4,2,6,2,10,5
Acsl3,981,237,351,194,370,141,367,431
Kcne4,16,9,6,4,18,4,4,7
Scg2,2,1,0,1,0,0,1,1
Ap1s3,133,33,26,15,14,22,33,15
Wdfy1,876,681,498,281,705,320,505,457
Mrpl44,2033,1348,1360,748,1572,812,1461,995
Serpine2,4313,2571,2554,1748,2516,1720,2752,2431
Cul3,4049,2858,2595,1208,2935,1683,3129,1992
Irs1,219,249,107,89,177,62,145,158
Rhbdd1,102,52,36,27,54,22,50,31
Col4a4,67,43,27,22,37,22,30,27
Col4a3,90,35,39,25,50,14,30,45
Mff,0,0,0,0,0,0,0,0
Tm4sf20,1,2,0,0,0,0,0,0
Agfg1,575,366,347,178,343,226,373,243
Slc19a3,0,0,0,0,0,0,0,0
Ccl20,2,0,1,0,1,1,3,2
LOC363267,6,2,6,2,0,2,0,1
Sphkap,0,0,2,2,2,0,0,1
Pid1,105,64,46,41,90,35,63,49
Trip12,4050,2500,2072,1138,2557,1402,2329,1841
Fbxo36,3,1,1,1,3,0,0,0
Slc16a14,15,5,8,4,3,4,2,10
Sp110,445,283,170,121,205,126,203,196
Sp140,489,295,214,161,192,106,169,195
Sp100,434,221,223,117,268,156,219,179
Cab39,3465,1994,1934,894,2299,1300,2125,1333
Itm2c,419,254,167,131,252,158,180,152
Spata3,0,0,0,0,0,0,0,0
Psmd1,11977,8708,6440,3547,8004,3768,7133,5825
Htr2b,119,72,92,71,24,66,104,70
Armc9,347,234,176,107,204,96,177,166
B3gnt7,132,55,33,48,46,33,75,31
Ncl,3151,1849,1758,977,1931,1089,1795,1386
Nmur1,6,4,0,0,4,3,2,1
LOC501180,0,0,0,0,0,0,0,0
Ptma,2588,1443,1323,1001,1473,1013,1741,1050
Pde6d,263,131,143,92,158,82,174,124
Cops7b,253,138,87,76,178,75,141,101
Nppc,105,43,44,55,80,20,85,84
Dis3l2,627,408,307,178,396,164,332,284
Alpi,1,1,0,1,1,1,0,0
Akp3,0,0,0,0,1,0,0,0
Ecel1,0,0,0,0,0,0,0,0
Chrnd,1554,610,1644,413,871,448,696,817
Chrng,16,12,15,10,26,9,23,29
Eif4e2,672,460,424,214,541,252,391,369
Efhd1,64,46,62,39,42,40,47,20
Kcnj13,53,33,122,37,97,94,61,48
RGD1311447,1,1,0,0,0,0,0,0
Ngef,14,9,3,6,27,5,14,5
Neu2,1266,1371,807,888,1386,401,1688,1214
Inpp5d,146,57,34,27,47,22,26,44
Atg16l1,632,388,349,221,394,175,331,286
Sag,1,0,0,0,0,0,1,0
Usp40,680,394,420,235,490,257,401,369
Ugt1a9,0,0,0,0,0,0,0,0
Ugt1a8,0,0,0,0,0,0,0,0
Ugt1a7c,0,0,0,0,0,0,0,0
Ugt1a6,55,17,22,7,28,13,32,22
Ugt1a5,0,0,0,0,0,0,1,0
Ugt1a3,4,3,1,0,2,0,4,0
Ugt1a2,0,0,0,0,2,1,0,0
Dnajb3,3,2,7,3,4,2,5,7
Ugt1a1,0,0,0,0,0,0,1,0
Hjurp,14,2,5,1,4,4,2,7
Trpm8,0,0,0,0,0,2,0,0
Spp2,0,0,0,0,0,0,0,0
Sh3bp4,143,112,86,77,76,53,92,64
Agap1,554,270,262,203,319,167,270,195
Gbx2,0,0,1,0,0,0,0,0
Asb18,303,182,214,96,242,149,214,152
Cxcr7,5141,2675,2619,2031,2659,1951,3838,2226
Cops8,3470,2303,1944,1080,2233,1223,2045,1761
Mlph,9,4,3,3,5,3,4,3
Prlh,0,0,0,0,0,0,0,0
Rab17,24,10,7,5,1,2,8,1
Lrrfip1,1230,732,632,492,818,480,697,493
Ramp1,1066,559,906,644,548,323,1097,645
Ube2f,1745,1075,954,535,1217,601,1238,861
Scly,443,313,237,128,289,96,225,182
Espnl,2,4,7,3,2,2,1,0
Ilkap,680,323,350,170,436,190,353,280
Hes6,96,42,54,33,68,24,45,39
Per2,586,258,204,105,314,100,151,158
Traf3ip1,117,36,26,30,56,17,42,39
Asb1,21,20,19,3,20,10,10,11
Twist2,4,5,4,3,1,2,4,2
Hdac4,549,255,204,131,270,128,155,209
Ppp1r7,1334,861,758,423,936,498,861,646
Ndufa10,2529,1518,1608,826,1616,1058,1528,1266
Ndufa10l1,0,0,0,0,0,0,0,0
Olr1343,0,0,0,0,0,0,0,0
Olr1344,0,0,0,0,0,0,0,0
Olr1345,0,0,0,0,0,0,0,0
Olr1346,0,0,0,0,0,0,0,0
Olr1347,0,0,0,0,0,0,0,0
Olr1349,0,0,0,0,0,0,0,0
Olr1350,0,0,0,0,0,0,0,0
Olr1351,0,0,0,0,0,0,0,0
Olr1352,0,0,0,0,0,0,0,0
Olr1353,0,0,0,0,0,0,0,0
Myeov2,1292,803,735,376,824,412,971,709
Otos,3,0,0,0,1,1,1,0
Gpc1,3692,2283,1804,914,2215,992,1386,1372
LOC684035,814,501,339,267,590,255,450,401
Capn10,62,35,31,21,37,13,38,32
Gpr35,2,2,1,0,2,0,2,4
Aqp12a,0,0,0,0,1,1,0,0
Agxt,0,0,0,0,0,0,0,0
RGD1563692,0,0,0,0,0,0,0,0
Sned1,104,38,49,29,44,46,35,30
Mterfd2,748,447,461,240,591,315,560,351
Pask,7,7,0,3,3,0,6,0
Ano7,0,0,0,0,0,1,0,0
Hdlbp,7980,5561,3983,2259,4775,2308,3979,3612
2-Sep,6628,4416,3887,2349,4803,2845,4764,3621
LOC100362040,9,7,4,0,2,1,4,1
Farp2,502,385,237,114,288,123,241,276
Stk25,1279,735,717,472,971,396,693,569
Bok,78,41,23,26,30,29,31,43
Thap4,795,486,468,264,506,228,535,431
Atg4b,650,387,344,217,398,233,439,340
Dtymk,852,591,723,439,925,324,863,553
Ing5,325,216,138,84,157,104,125,138
D2hgdh,392,281,180,101,273,107,192,235
Neu4,2,0,0,0,0,0,0,1
Pdcd1,0,0,0,0,0,0,0,0
Chchd2,0,0,0,0,0,0,0,0
Vom1r39,0,0,0,0,0,0,0,0
Vom1r33,0,0,0,0,0,0,0,0
Vom1r64,0,0,0,0,0,0,0,0
Olr178,0,0,0,0,0,0,0,0
Fam174a,342,202,158,96,248,106,199,151
St8sia4,65,45,34,20,50,42,44,39
Slco4c1,0,0,0,0,0,0,0,0
Slco6b1,0,0,0,0,0,0,0,0
Slco6c1,0,0,0,0,0,0,0,0
Slco6d1,0,0,0,0,0,0,0,0
Nudt12,973,639,643,338,745,375,898,574
Efna5,10,2,1,2,2,1,4,2
Fbxl17,645,419,434,181,433,235,377,301
Pam,2875,1793,1653,1041,1702,1122,1740,1118
Gin1,470,297,323,168,390,189,342,264
LOC501194,233,138,152,50,141,94,155,103
RGD1562136,1334,1033,713,414,1066,485,733,761
Fert2,180,155,105,58,147,82,137,94
Pja2,9780,7132,6992,3874,7308,4226,7067,5068
Man2a1,419,297,195,116,217,200,246,183
RGD1559548,0,0,0,0,2,0,0,1
Vapa,2396,1404,1372,688,1562,1005,1692,1170
Txndc2,0,0,0,0,0,0,0,0
Rab31,422,301,218,172,270,173,170,232
Ppp4r1,549,314,260,145,320,160,275,209
Ralbp1,1431,693,660,363,809,327,629,553
Ankrd12,1101,560,557,296,745,410,627,440
Twsg1,2192,1456,1201,738,1582,697,1312,1135
Ndufv2,29580,18167,18464,9536,22437,11759,21505,16321
Wash,507,259,206,158,227,142,241,189
Rab12,175,100,72,51,98,57,97,79
Ptprm,875,555,538,226,621,301,494,409
Lama1,0,3,2,0,1,0,1,0
Arhgap28,260,250,201,141,180,130,218,196
Tmem200c,13,6,3,2,2,3,6,1
Epb41l3,63,19,11,10,17,14,22,17
Zfp161,262,123,95,68,137,78,116,77
Tas2r143,3,0,0,1,0,0,0,0
Dlgap1,13,5,9,3,7,8,6,12
Tgif1,231,156,123,93,115,85,143,93
Myl12b,2145,1267,1130,695,1263,683,1380,964
Myl12a,29750,13686,16206,11425,20887,13569,24676,12462
Myom1,29448,18251,14387,8099,17865,8278,15320,12833
Lpin2,287,140,138,73,139,78,129,82
Ndc80,18,3,12,6,5,0,0,3
Mettl4,192,100,78,72,139,53,89,71
Adcyap1,0,0,0,0,0,0,1,0
Yes1,204,82,78,50,130,46,81,79
Tyms,99,52,27,24,44,34,58,34
Clul1,0,0,1,0,0,1,0,0
Spaca5,2,1,1,1,5,0,2,0
Uxt,688,406,348,234,484,256,483,316
Elk1,1068,530,478,291,741,231,449,390
Cfp,157,46,42,28,49,35,49,45
Syn1,2,3,1,1,1,1,1,1
Timp1,151,93,99,92,65,148,177,82
Araf,6421,4572,4197,2194,4382,2406,4696,3260
Usp11,378,326,295,222,351,165,350,267
Cdk16,1074,807,672,391,712,373,740,553
Uba1,3344,1953,1719,1084,2062,1024,1696,1492
Rbm10,631,334,270,164,328,163,278,231
Ndufb11,7100,4350,4426,2459,4957,2813,5405,3790
Rgn,310,219,213,98,230,111,228,174
RGD1563945,34,15,12,3,8,5,10,7
Rp2,383,168,123,85,211,116,159,146
Slc9a7,31,18,13,4,23,6,13,23
Chst7,23,20,7,4,31,7,7,7
Mir222,0,0,0,0,0,0,0,0
Mir221,0,0,0,0,0,0,0,0
Dusp21,0,0,0,0,0,1,0,0
Fundc1,3198,2091,1994,1023,2184,1281,2228,1735
Mcpt10,176,80,99,67,121,65,100,53
Efhc2,9,4,8,2,1,5,2,1
Ndp,0,0,0,0,0,0,0,0
Maob,249,165,108,71,175,131,221,133
Maoa,1800,1214,1050,641,1367,854,1448,894
Cask,34,30,19,14,20,18,30,21
Gpr34,103,41,28,15,42,44,34,29
Nyx,0,1,2,0,0,0,0,0
Ddx3x,5815,3546,3106,1642,3670,2126,3727,2493
Usp9x,4951,3071,2710,1353,3279,1864,3230,2387
Ube2q2l,131,74,50,32,61,38,58,50
LOC307727,0,0,0,0,0,0,0,0
Med14,507,327,295,178,320,168,337,299
RGD1565685,428,235,230,128,321,183,305,212
RGD1563528,19,4,7,7,1,7,5,9
Atp6ap2,1074,716,651,390,739,367,805,423
Bcor,433,279,205,168,259,137,284,213
Mid1ip1,720,253,224,208,392,131,201,160
Tspan7,4408,2679,2580,1170,2177,1343,2777,1998
RGD1561661,0,0,0,0,0,0,0,0
Otc,0,0,0,1,2,4,0,1
RGD1563155,0,0,0,0,0,0,0,0
Sytl5,1,0,0,2,0,2,1,1
Srpx,1033,568,317,290,850,527,368,359
Lancl3,2,3,1,0,2,0,7,0
Xk,161,62,90,62,122,63,112,107
Cybb,465,118,80,32,105,88,89,85
Dynlt3,8295,5636,5091,2316,6095,3123,5480,3734
LOC691895,0,0,0,1,0,0,0,0
Slc38a5,7,7,2,3,7,5,2,4
Porcn,224,111,100,79,127,66,94,97
Ebp,104,80,69,47,85,40,98,48
Tbc1d25,301,146,153,63,158,79,81,127
Rbm3,1206,981,801,459,979,893,899,744
Wdr13,200,95,92,58,110,43,59,79
Was,28,7,6,4,12,6,7,9
Suv39h1,116,73,46,41,73,44,55,57
Glod5,3,0,2,3,1,4,2,1
Gata1,0,0,0,0,0,0,0,0
Eras,0,0,0,0,0,0,0,0
Pcsk1n,0,0,0,0,0,0,0,0
Timm17b,0,0,0,0,0,0,0,0
Pqbp1,511,312,323,187,347,218,369,242
Slc35a2,370,188,176,119,207,109,182,129
Pim2,82,55,40,21,59,28,27,38
Otud5,371,235,194,130,222,145,222,183
Kcnd1,18,14,12,6,16,13,13,6
Gripap1,1244,822,535,356,710,266,521,521
Tfe3,493,344,232,156,301,165,217,169
Ccdc120,5,4,1,0,9,3,2,4
Praf2,340,208,170,108,201,116,240,145
Wdr45,1714,1045,1065,514,1166,582,1064,830
Gpkow,1188,738,642,393,693,362,672,548
Magix,818,510,449,296,425,209,357,379
Plp2,450,354,287,197,276,204,362,217
Prickle3,518,311,277,168,332,178,227,229
Syp,2,2,0,0,2,0,0,1
Cacna1f,1,4,2,1,1,0,3,0
Ccdc22,278,162,120,95,130,50,106,84
Foxp3,11,6,5,0,7,2,15,6
Mir532,0,0,1,0,0,0,0,0
Mir188,0,0,0,0,0,0,0,0
Mir362,0,0,0,0,0,0,0,0
Mir3560,0,0,0,0,0,0,0,0
Mir501,0,0,0,0,0,0,0,0
Mir500,0,0,0,0,0,0,0,0
Clcn5,18,12,15,5,16,12,8,13
Akap4,0,0,0,0,0,0,0,0
Shroom4,49,41,14,14,57,19,36,38
Bmp15,5,4,1,0,1,2,3,1
Smptb,0,0,0,0,0,0,0,0
LOC302576,0,0,0,0,0,0,0,0
Mycs,0,0,0,0,0,0,0,0
Spin2a,0,0,0,0,0,0,0,0
Ubqln2,506,323,302,193,324,208,429,206
RragB,0,0,0,0,0,0,0,0
Mageh1,218,150,148,109,148,118,182,134
Usp51,0,0,1,0,1,0,0,0
Gnl3l,809,516,386,260,511,258,428,364
Fgd1,8,13,11,8,9,7,5,10
Tsr2,72,34,33,15,44,25,48,35
Wnk3,11,5,5,1,1,2,5,4
Smc1a,1729,1072,1034,596,1200,669,1115,756
Ribc1,152,108,91,69,120,57,99,93
Hsd17b10,4902,2979,2940,1569,3154,1794,3125,2481
Mir98,0,0,0,1,0,0,0,0
Mirlet7f-2,0,0,0,0,0,0,0,0
Phf8,576,328,244,195,346,174,309,233
Pfkfb1,7156,3285,3278,1284,3332,1744,2981,2398
RGD1565983,167,84,81,40,86,57,73,63
Alas2,261,180,131,104,404,273,176,310
LOC503435,0,0,0,0,0,0,0,0
Shroom2,52,31,32,23,47,27,46,31
Gpr143,0,0,0,0,0,0,0,0
Clcn4,2105,1217,1084,489,1308,626,1090,888
Mid1,138,120,83,63,108,60,148,90
RGD1563947,7,3,2,6,2,4,8,1
Hccs,8045,4641,4888,2526,5851,3080,4926,3265
Amelx,3,3,1,1,0,1,3,0
Msl3,2782,1696,1622,748,1801,1080,1721,1311
Frmpd4,1,4,0,0,0,1,0,0
Prps2,446,242,210,130,231,207,166,113
Tlr7,85,26,15,13,23,22,24,7
Tlr8,44,18,20,14,20,17,14,21
Tmsb4x,11051,5139,4453,2906,5252,4429,6564,4910
Egfl6,83,44,31,51,21,57,44,32
Tceanc,80,38,39,19,47,38,47,39
LOC317471,1,0,1,0,0,1,0,0
Rab9a,1035,648,685,376,764,399,1036,559
Trappc2,1364,844,737,502,746,573,1159,757
Ofd1,417,233,300,143,313,158,284,204
Gpm6b,230,172,103,52,160,136,198,133
Gemin8,288,170,182,109,212,132,225,159
Glra2,0,0,0,0,0,0,0,0
Fancb,48,25,18,10,24,24,36,20
Mospd2,506,278,225,128,243,173,256,194
Asb9,14,1,4,2,11,6,2,5
Asb11,6784,4458,3672,1869,4098,2809,5389,4024
Piga,13,28,20,10,23,18,17,13
Figf,173,103,70,61,16,24,33,13
Pir,597,450,328,233,510,334,448,395
Bmx,15,14,15,7,31,11,19,15
Ace2,33,9,13,6,33,18,11,13
Tmem27,6,2,2,2,5,0,3,1
Car5b,304,102,144,92,161,108,160,78
Ap1s2,5923,3705,4341,2082,5091,2888,4655,3003
RGD1565844,1,2,0,1,1,4,0,1
Grpr,2,1,1,1,1,0,0,0
Ctps2,569,357,302,159,306,268,334,224
S100g,0,0,0,0,0,0,0,0
Syap1,876,644,497,309,626,352,568,458
Txlng,240,135,146,83,137,109,137,94
Rbbp7,9782,7077,6582,3775,6952,4070,5272,4966
Nhs,17,5,3,5,18,5,7,6
Rai2,799,670,452,289,529,245,400,423
Gja6,0,0,0,0,0,1,0,0
Rs1,3,0,0,0,0,0,0,1
Ppef1,0,0,2,0,2,1,0,1
Phka2,7,4,2,1,2,1,3,1
Gpr64,112,92,108,67,47,108,97,75
Pdha1,22317,14244,11737,7197,14549,7474,13233,10505
Rps6ka3,920,614,573,299,666,456,637,450
Eif1ax,11311,7604,5946,3328,7023,3951,7124,5827
Sh3kbp1,2259,1236,1308,747,1435,826,1838,935
RGD1562161,79,41,40,34,73,31,45,37
Cnksr2,41,32,23,8,21,24,18,14
Smpx,8650,7281,5122,4453,8189,3696,9000,4620
Mbtps2,121,62,75,34,84,62,98,82
Sms,1261,949,744,508,840,413,1013,627
Phex,5,10,4,3,11,15,10,7
Ptchd1,5,7,0,2,3,3,2,3
RGD1559536,0,0,0,0,0,0,0,0
Prdx4,629,395,373,247,390,309,578,368
Acot9,1857,1415,1031,577,1262,794,1320,881
Sat1,2230,1065,941,705,814,804,1308,715
LOC680370,0,0,0,0,0,0,0,0
Tbl1x,476,213,250,132,264,149,266,199
LOC680489,0,0,0,0,1,0,0,0
Prkx,696,380,386,248,253,212,412,281
Pbsn,0,0,0,0,0,0,0,0
Ptges3l1,118,65,69,48,142,32,84,62
Sts,383,236,182,126,160,87,202,178
Prrg1,275,226,189,100,133,115,253,200
Mageb16,0,0,0,0,0,0,0,0
Tmem47,1379,908,703,408,820,553,925,887
Dmd,706,427,394,213,510,255,472,364
Gk,750,355,415,176,458,266,411,299
